,Title,Ingredients,Photo
145,Cookbook:Chocolate Chip Cookies (Gluten-Free),"['½ cup (1 stick / 120 ml ) butter', '½ cup (120 ml) white granulated sugar', '½ cup (120 ml) brown sugar', '2 ea . (100 g ) eggs', '½ tsp vanilla extract', '1¼ cup (300 ml / 1 cup + 2 tablespoons ) sweet rice flour', '1 tsp xanthan gum', '¾ tsp baking powder', '½ tsp baking soda', 'Chocolate chips (as many as you like)']",https://en.wikibooks.org/wiki/Special:FilePath/Gluten-free_chocolate_chip_cookies.jpg?width=1000
146,Cookbook:Chocolate Chip Cookies I,"['2 sticks (½ lb / 225 g / 1 cup ) butter , softened', '¾ cup (180 ml ) granulated white sugar', '¾ cup (180 ml) packed brown sugar', '¼ teaspoon vanilla extract', '2 standard (100 g) eggs', '2 ¼ cups (600 ml / 290 g) all-purpose flour', '1 teaspoon baking soda', '1 teaspoon salt', '1 teaspoon dry ground lemon or orange peel (optional)', '2 cups (480 ml / 12 oz ) semi-sweet chocolate morsels / chips', '5 oz (150 g) chopped nuts , such as groundnuts (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Chocolate_chip_cookies.jpg?width=1000
147,Cookbook:Chocolate Chip Cookies III,"['½ cup butter , softened', '½ cup white sugar', '¼ cup packed brown sugar', '1 egg', '1 tsp vanilla', '1 cup flour', '½ tsp salt', '½ tsp baking soda', ""Hershey's Chipits semisweet chocolate chips""]",https://en.wikibooks.org/wiki/Special:FilePath/Valeries_chocolate_chip_cookies.jpg?width=1000
148,Cookbook:Chocolate Chip Rolls,"['Whole-wheat flour', 'White unbleached flour', 'Salt', 'Baking powder', 'Milk or soy milk [ note 2 ]', 'Vegetable oil', 'Chocolate chips (or small chocolate pieces)', 'Total']",https://en.wikibooks.org/wiki/Special:FilePath/Chocolate-Chip-Roll-Broken-2006Feb24.JPG?width=1000
149,Cookbook:Chocolate Chocolate Chip Muffins,"['1 ¾ cup (250 g / 8.8 oz ) all-purpose flour', '1 cup (80 g / 2.8 oz) chocolate chips', '¾ cup (175 g / 6.2 oz) granulated sugar', '⅓ cup (40 g / 1.4 oz) cocoa , sifted if lumpy', '1 tablespoon baking powder', '½ teaspoon salt', '1 egg', '1 cup (250 ml / 8.5 oz) milk', '⅓ cup (80 ml / 2.7 fl oz) cooking oil', '1 teaspoon vanilla']",https://en.wikibooks.org/wiki/Special:FilePath/Chocolate_Chocolate_Chip_Muffins.JPG?width=1000
150,Cookbook:Chocolate Crinkles,"['½ cup (120 ml ) vegetable oil', '4 squares (4 oz / 115 g ) unsweetened chocolate , melted', '2 cups (480 ml) white granulated sugar', '4 eggs', '2 tsp (10 ml) vanilla extract', '2 cups (480 ml) all purpose flour', '2 tsp (10 ml) baking powder', '½ tsp (2.5 ml) salt', ""1 cup (240 ml) confectioners' sugar""]",https://en.wikibooks.org/wiki/Special:FilePath/Chocolate_Crinkles.jpg?width=1000
151,Cookbook:Chocolate Scotcheroos,"['Corn syrup', 'White sugar', 'Peanut butter', ""Puffed rice cereal , such as Kellogg's Rice Krispies"", 'Chocolate chips', 'Butterscotch -flavored chips']",https://en.wikibooks.org/wiki/Special:FilePath/XXX_Chocolate_Scotcheroos_%286564988783%29.jpg?width=1000
152,Cookbook:Chocolate Sour-Cream Icing,"['1 cup (240 g ) chocolate chips', '¼ cup (60 g) butter', '½ cup (120 g) sour cream', '1 tsp vanilla extract', '¼ tsp salt', '1–3 cup (240–700 g) icing sugar']",https://en.wikibooks.org/wiki/Special:FilePath/Chocolate_Sour-Cream_Icing_on_cake.JPG?width=1000
153,Cookbook:Chokladboll (Swedish Chocolate Balls),"['3 ¼ cups (500 g / 1.1 lb ) quick oats', '1 ¼ cups (275 g / 9.7 oz ) white granulated sugar', '6 Tbsp (75 g / 2.6 oz) cocoa', '1 Tbsp (15 ml / 14 g / 0.49 oz) vanilla sugar OR 1 tsp (5 ml / 0.17 oz) vanilla extract, added with the coffee', '⅔ cup (160 g / 5.6 oz) butter or margarine , softened', '6 Tbsp (90 ml / 3 oz) cold coffee', 'Flaked coconut or pearl sugar']",https://en.wikibooks.org/wiki/Special:FilePath/Chokladbollar.jpg?width=1000
154,Cookbook:Cholley (Chickpea Curry),"['250 g dried chickpeas', '500 ml water for cooking', 'Salt (to taste)', '1 tbsp oil', '1 tsp coriander seeds', '1 tsp cumin seeds (optional)', '1 tsp nigella seeds (optional)', '1 onion , sliced', '1 clove garlic , minced', '1 tbsp garam masala', '2 medium tomatoes , chopped', '2 tsp turmeric', 'Fresh coriander leaves (as a garnish)']",https://en.wikibooks.org/wiki/Special:FilePath/Chana_masala.jpg?width=1000
155,Cookbook:Chow Mein,"['1 pound mung bean sprouts', '15 ounces seitan', '½ pound dry wonton noodles', '2 medium stalks celery', '1 pound bok choy or broccoli', '½ pound fresh mushrooms', '1 red bell pepper', '½ red onion', '1 green onion', 'Vegetable oil for frying, as needed', '¼ cup toasted sesame seeds', '¼ cup finely-chopped shiitake mushrooms', '2 teaspoons sesame oil', '1 teaspoon soy sauce', 'Salt to taste', 'Pepper, to taste', '½ teaspoon cornstarch', '¼ cup water or low-sodium vegetable broth', '1 tablespoon soy sauce', 'Salt to taste', 'Pepper, to taste', '1 tablespoon cornstarch', '4 tablespoons water']",https://en.wikibooks.org/wiki/Special:FilePath/Chow_mein_1_by_yuen.jpg?width=1000
156,Cookbook:Christmas Cinnamon Cookies,"['130 grams (4.5 oz ) almond flour', '130 grams (4.5 oz) butter , softened', '130 grams (4.5 oz) powdered sugar', '300 grams (10.5 oz) wheat flour', '2 eggs', '1 teaspoon vanilla extract', '2 teaspoons ground cinnamon', '½ teaspoon salt']",https://en.wikibooks.org/wiki/Special:FilePath/Christmas_cookies_%282%29.jpg?width=1000
157,Cookbook:Christmas Pudding I,"['100 g (3.5 oz / ¾ cup ) self-rising flour', '250 g (8.8 oz / 2½ cups) raisins', '250 g (8.8 oz / 2½ cups) currants', '25 g (0.88 oz / ¼ cup) candied fruit peel', '1 small cooking apple , chopped', '1 orange , zested and juiced', '1 lemon , zested and juiced', '75 g (2.6 oz / ⅓ cup) unsalted butter plus extra for greasing', '100 g (3.5 oz / ½ cup) muscovado sugar', '2 large eggs', '1 tsp mixed spice', '40 g (1.4 oz / ½ cup) breadcrumbs', '40 g (1.4 oz / ½ cup) almonds , chopped roughly', '3 tbsp brandy , rum , or sherry and some extra for flaming', '350 g (12 oz / 1½ cups) brandy butter']",https://en.wikibooks.org/wiki/Special:FilePath/Christmas-pudding-flames.jpg?width=1000
158,Cookbook:Christmas Pudding II,"['½ lb (225 g ) raisins', '¾ lb (340 g) currants', '½ lb (225 g) sultanas', '½ lb (225 g) white granulated sugar (or less)', '¾ lb (340 g) shredded suet (can be vegetarian; see note below)', '½ lb (225 g) breadcrumbs', '¼ lb (110 g) crystallised peel', '2 tsp cinnamon', '2 oz (55 g) almonds , chopped but not too small', '⅓ cup (about 60 g) flour', '⅓ pint (about 190 ml ) milk', '3 large eggs , beaten', 'Brandy', 'Juice and rind of 1 lemon', '⅓ nutmeg pod, grated']",https://en.wikibooks.org/wiki/Special:FilePath/Christmas-pudding-flames.jpg?width=1000
159,Cookbook:Chyapa Shutki Bharta,"['Flattened dried fish ( Puntius )', 'Onion, chopped', 'Garlic cloves', 'Green chilies/red chillies powder/flakes/paste', 'Coriander leaves, chopped', 'Salt', 'Mustard oil']",https://en.wikibooks.org/wiki/Special:FilePath/%E0%A6%9A%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A6%BE_%E0%A6%B6%E0%A7%81%E0%A6%9F%E0%A6%95%E0%A6%BF_%E0%A6%AD%E0%A7%81%E0%A6%A8%E0%A6%BE.jpg?width=1000
160,Cookbook:Ciabatta,"['350 g sifted wheat flour', '280 g lukewarm water', '1 tsp salt', '38 g olive oil (optional)', '1 tsp active dry yeast']",https://en.wikibooks.org/wiki/Special:FilePath/Ciabatta_cut.JPG?width=1000
161,Cookbook:Cioppino (Italian Seafood Stew),"['3 tablespoons olive oil', '1 large fennel bulb , thinly sliced', '6 ounces onion , chopped', '8 ounces of celery , chopped', '3 large shallots , chopped', '2 teaspoons salt', '4 large garlic cloves, finely chopped', '¾ teaspoon dried crushed red pepper flakes , plus more to taste', '6 ounces tomato paste', '2 pounds diced tomatoes', '1 ½ cups dry white wine', '5 cups water', '1 bay leaf', '2 pounds crabs (any type), cut into pieces', '2 pounds mussels , scrubbed and debearded', '1 pound scallops', '1 ½ pounds tilapia (or other white, firm-fleshed fish ), cut into 2- inch chunks', '2 loaves of San Francisco sourdough bread or any other bread with a chewy crust']",https://en.wikibooks.org/wiki/Special:FilePath/Cioppino.jpg?width=1000
162,Cookbook:Cirdingis (Chechen Meat and Dumplings),"['1 kg red meat', '½ kg flour', '3 cloves garlic', 'Salt', 'Tomato paste', 'Oil']",https://en.wikibooks.org/wiki/Special:FilePath/Tepside_cirdingis.JPG?width=1000
163,Cookbook:Cocoa-Coconut Bites,"['⅓ cup (45 g ) coconut oil', '¼ cup (25 g) unsweetened cocoa powder', '⅛ cup + 1 tsp (30 ml + 1 tsp) maple syrup', '1 pinch salt']",https://en.wikibooks.org/wiki/Special:FilePath/Sugar-free_Homemade_Chocolate.jpg?width=1000
164,Cookbook:Coconut Chicken,"['Skin-on chicken legs, breasts, or wings (sufficient for the number of people you are cooking for)', '1 tin (400 ml ) coconut milk', '1 lime, zested and juiced', '1 bunch fresh mint , chopped', '1 large sprinkle of paprika', '1 pinch of salt', '1 small knob of fresh ginger , grated', '1 cupful of basmati rice per person', '10 g butter (optional)', '3 cloves']",https://en.wikibooks.org/wiki/Special:FilePath/Coconut_Curried_Chicken_%285813459348%29.jpg?width=1000
165,Cookbook:Coconut Pyramids,"['100 g desiccated coconut', '50 g castor sugar', '1 egg', 'About 6 glacé cherries (optional)', 'a few drops pink food colouring (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Coconut_pyramid_sharp.png?width=1000
166,Cookbook:Coconut Rice (Nasi Lemak),"['6 cups (1450 ml ) basmati rice', '7 cups (1680 ml) coconut milk', 'Salt', '1–2 pandan leaves tied in a knot (optional)', '2 inches (51 mm) of fresh ginger root (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Nasi_Lemak%2C_Mamak%2C_Sydney.jpg?width=1000
167,Cookbook:Coleslaw I,"['4 tablespoons mayonnaise or 2 dL olive oil', '¼–½ cup (about 50–100ml) cider vinegar (optional)', '1 head white cabbage', '1 medium red onion , thinly sliced']",https://en.wikibooks.org/wiki/Special:FilePath/Bowl%27o%27Coleslaw_modified.jpg?width=1000
168,Cookbook:Com Chien (Vietnamese Fried Rice),"['3 tbsp oil', '3 cloves garlic', '2 leeks , chopped finely', '2 red chiles , chopped finely', '2 eggs , beaten', '100 g diced carrot', '200 g prawn , diced small', '100 g green peas', '600 g rice', '1 tbsp salt', '1 tbsp pepper', '2 tbsp chicken powder', 'Fried egg']",https://en.wikibooks.org/wiki/Special:FilePath/Com_chien.jpg?width=1000
169,Cookbook:Consommé,"['1 quart (950 ml ) chicken, veal, or beef stock', 'Salt', 'Pepper', '2 egg whites', '⅓ cup (85 ml) Madeira, port , or cognac']",https://en.wikibooks.org/wiki/Special:FilePath/Consomme_de_volaille.jpg?width=1000
170,Cookbook:Corn Chowder I,"['2 tablespoon butter or margarine', '1 cup chopped onion', '½ cup chopped celery', '1½ cups diced , pared potatoes , cut in ½- inch cubes', '2 cups corn , fresh or frozen', '1½ cups water', '2 chicken bouillon cubes', '¼ teaspoon thyme', '1 cup milk', '1 cup light cream', 'Salt to taste', 'Pepper to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Corn_chowder_bowl.jpg?width=1000
171,Cookbook:Cornbread I,"['1 cup (140 g / 4.9 oz ) cornmeal', '1 cup (140 g / 4.9 oz) all-purpose flour', '4 tsp baking powder', '½ tsp salt', '1 cup (250 ml / 8.5 fl oz) milk', '1 ea . (50 g) egg', '¼ cup (60 g / 2.1 oz) shortening , melted', '¼ cup (55 g / 1.9 oz) white granulated sugar (optional)', '½ of a 15-ounce (430 g) can whole corn kernels, drained (optional)', '¼ ea. onion , finely chopped (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Cornbread_2.jpg?width=1000
172,Cookbook:Corned Beef Pie,"['12 oz (340 g ) self-raising flour', '3 oz (85 g) lard', '3 oz (85 g) margarine', '1 large tin of corned beef', '1 large onion , chopped', '1 lb (450 g) potatoes', '1 knob (1–2 tablespoons ) butter', 'Milk']",https://en.wikibooks.org/wiki/Special:FilePath/Corned_beef_pie.jpg?width=1000
173,Cookbook:Coronation Chicken,"['1 ea . (2.3 kg / 5 lb ) chicken , poached (or other cooked chicken)', '1 tbsp vegetable oil', '1 small onion , finely chopped', '1 tbsp curry paste', '1 tbsp tomato purée', '100 ml red wine', '1 bay leaf', '½ ea. lemon , juiced', '4 apricot halves, finely chopped', '300 ml (½ pint ) mayonnaise', '100 ml (4 fl oz) whipping cream', 'Salt', 'Pepper', 'Watercress to garnish']",https://en.wikibooks.org/wiki/Special:FilePath/Coronation_Chicken.jpg?width=1000
174,Cookbook:Creamed Spinach,"['500 g fresh spinach (or whole frozen spinach leaves)', '2 dl water', '½ dl cream or 1 tbsp butter', '½ tsp salt', 'Black pepper', '400 g of chopped spinach, fresh or frozen', '1 ½ tbsp flour', '1 dl milk', '½ tsp salt', 'Black pepper']",https://en.wikibooks.org/wiki/Special:FilePath/Chipolata.jpg?width=1000
175,Cookbook:Creamy Mushroom Pasta,"['1 serving uncooked pasta (⅔ cup / 75 g / 2.6 oz ) (suggestion: whole wheat linguine)', '1 tablespoon unsalted butter', '2 garlic cloves, minced', '8 oz (230 g ) white button mushroom , stems removed', '2 tablespoons dry white wine', '¼ cup (60 ml / 2 oz ) heavy cream', '¼ cup (60 ml / 2 oz ) low-sodium chicken bone broth', 'Salt to taste', '¼ cup (30 g / 1.1 oz) grated parmesan cheese', 'Freshly-ground black pepper', 'Chopped fresh parsley for garnishing']",https://en.wikibooks.org/wiki/Special:FilePath/Creamy_Mushroom_Pasta.jpg?width=1000
176,Cookbook:Crispy Chicken,"['4 bone-in chicken thighs', '⅓ cup Italian dressing', '1½–2 cups bread crumbs']",https://en.wikibooks.org/wiki/Special:FilePath/Burger_King_Chicken_Nuggets_%2815423233415%29.jpg?width=1000
177,Cookbook:Crispy Gingerbread Cookies,"['⅔ cup (~160 g ) packed light brown sugar', '⅔ cup (~160 g) molasses', '1 teaspoon ginger', '1 teaspoon cinnamon', '½ teaspoon salt', '1 ½ teaspoon (½ tablespoon ) baking soda', '⅔ cup (~160 g) butter', '1 egg', '4 cups (1 quart / 500g) flour']",https://en.wikibooks.org/wiki/Special:FilePath/CrispyGingerbreadCookies.jpg?width=1000
178,Cookbook:Croissant,"['1¼ cups warm milk (about 110°F or 45°C)', '2 tablespoons active dry yeast', '¼ cup white granulated sugar', '4 cups all-purpose flour , more for dusting', '1 teaspoon salt', '1¼ cups unsalted butter, cold', '1 egg (for egg wash)']",https://en.wikibooks.org/wiki/Special:FilePath/Freshly_baked_croissants.jpg?width=1000
179,Cookbook:Croque Monsieur,"['12 g (1 tablespoon) butter', '12 g (1 tablespoon) flour', '125 ml (½ cup) milk', '1 tsp Dijon mustard', '1 pinch of ground nutmeg (optional)', 'Salt to taste', 'Pepper to taste', '2 slices of crusty bread', '2 slices of ham', '2 slices of cheese , such as gruyère', '1 egg (for croque madame)']",https://en.wikibooks.org/wiki/Special:FilePath/Nue_Croque_Monsieur.jpg?width=1000
180,Cookbook:Crème Anglaise,"['1⅓ cups (315 ml ) milk', '4 egg yolks', '3 oz (85 g ) white granulated sugar', 'Flavoring (typically a vanilla bean or 1 teaspoon of vanilla extract)']",https://en.wikibooks.org/wiki/Special:FilePath/Creme_anglaise_et_pain_d%27epices_DSC00137.JPG?width=1000
181,Cookbook:Crème Brûlée I,"['Heavy cream , cold', 'Granulated sugar', 'Vanilla pods', 'Egg yolks', 'Demerara, turbinado , or granulated sugar']",https://en.wikibooks.org/wiki/Special:FilePath/Crem_brule_closeup.jpg?width=1000
182,Cookbook:Crêpes I,"['220 g (1 cup / 8 oz ) plain flour', '345 ml (1 ½ cup / 12 fl oz ) milk', '2 eggs', '2 tbsp oil or melted butter', '1 pinch of salt', 'Sugar and lemon', 'Raspberry jam and chocolate sauce', 'Nutella and sliced banana', 'Nutella and chopped hazelnuts', 'Whipped cream', 'Chocolate, caramel , or butterscotch sauce', 'Frangipane', 'Peanut butter', 'Sugar and butter, possibly with lemon or cinnamon', 'Strawberries (fresh or frozen)', 'Cream cheese and brown sugar', 'Slivers of chicken, broccoli, and cheese sauce']",https://en.wikibooks.org/wiki/Special:FilePath/Crepes_dsc07085.jpg?width=1000
183,Cookbook:Cupcakes (Plain),"['100 g self-raising flour', '100 g caster sugar', '100 g margarine', '2 ea . (100 g) eggs', 'Icing sugar (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Fairy_cakes_close_up_on_tray.jpg?width=1000
184,Cookbook:Curry Chicken I,"['1 whole chicken', '4 cloves garlic , minced', '2 tsp salt', '2 tsp red chile powder', '2 tsp garam masala', '1 tsp red pepper powder', '150 ml yoghurt', '20 coriander leaves', '½ tsp ground black pepper', '2 onions , sliced into rings', '2–3 green chiles', '1 tomato , finely chopped', '2 tsp olive oil or sunflower oil', '3 cashews , ground', '1 tsp curry powder (or to taste)', '100 ml coconut milk or cream (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Indian_Curry_Chicken.jpg?width=1000
185,Cookbook:Daifuku (Sweet Filled Mochi),"['Anko filling', '~½ cup potato starch ( katakuriko )', '1 cup sweet glutinous rice flour ( mochiko )', '⅔ cup water', '¼ cup white granulated sugar']",https://en.wikibooks.org/wiki/Special:FilePath/Soft-rice-cake-stuffed-with-sweetened-bean-jam%2Cdaifuku%2Ckatori-city%2Cjapan.JPG?width=1000
186,Cookbook:Dajaj Mashwi (Libyan Grilled Chicken),"['4 cloves of garlic , minced', '¼ cup olive oil', '2 tablespoons freshly squeezed lemon juice', '2 teaspoons ground cumin', '2 teaspoons ground paprika', '1 teaspoon ground coriander', '½ teaspoon ground cayenne pepper (adjust according to spice preference)', '½ teaspoon salt', '¼ teaspoon black pepper', '1 whole chicken , cut into pieces', 'Fresh parsley or cilantro , chopped , for garnish', 'Lemon wedges, for serving']",https://en.wikibooks.org/wiki/Special:FilePath/Dajaj_Mashwi.jpg?width=1000
187,Cookbook:Dal Makhani (Black Gram with Cream),"['1 cup whole dried urad dal (skinless black gram)', '⅓ cup dried kidney beans (rajma)', '5–6 cups water (to cook dal)', 'Salt', 'Red chile powder (according to taste)', '1 tsp turmeric powder', '1 tbsp grated ginger', '3–4 tbsp ghee or oil', '1 large pinch of hing powder ( asafoetida )', '2 bay leaves', '½ cinnamon stick', '3 cloves', '1 medium onion (optional), finely chopped', '1 tbsp ginger garlic paste', '2–3 medium tomatoes , finely chopped', '2 tsp coriander powder', '½ cup fresh cream', '1 tbsp clarified butter', '2 tbsp chopped coriander leaves (optional)', 'Salt, to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Punjabi_style_Dal_Makhani.jpg?width=1000
188,Cookbook:Dalgona Coffee,"['2 tbsp instant coffee', '2 tbsp sugar', '2 tbsp warm water', 'Milk', ""Ice cubes (optional—you can omit if you're using hot milk if you prefer hot coffee)""]",https://en.wikibooks.org/wiki/Special:FilePath/Dalgona_Coffee.jpg?width=1000
189,Cookbook:Dambun Masara,"['2 cups maize (corn) flour', 'Water as needed', '2 tablespoons vegetable oil', '1 small onion , finely chopped', '1 cup chopped spinach , moringa leaves, or any leafy greens (optional)', '1 teaspoon ground pepper (or to taste)', 'Salt to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Dambun_hausa.jpg?width=1000
190,Cookbook:Damoda (Groundnut Stew),"['1 medium size onion , finely chopped', '1 medium size bunch of spring onions , neatly chopped', '2 medium size garlic cloves, neatly chopped', 'Hot chiles , neatly chopped', 'Chicken bouillon cubes , crushed', 'Salt to taste', '2 cups peanut butter', 'Chicken', 'Vinegar to taste', 'Mustard powder to taste (optional)', 'Vegetable oil', 'Vegetables such as tomatoes , carrots , and potatoes although it is not compulsory to put everything, you can put the ones you could easily get( just make sure to cut it into smaller pieces and if you would prefer pounding there is no issue with that you can go ahead and do it.', '26 oz tomato paste', 'About 2 cups water']",https://en.wikibooks.org/wiki/Special:FilePath/Peanut_stew.jpg?width=1000
191,Cookbook:Damper (Australian Campfire Bread),"['1 large cup self-raising flour', '1 generous pinch salt', 'scant ¼ cup water (more and it will be as tough as an old boot)']",
192,Cookbook:Danwake,"['½ teaspoon potash', '2 cups wheat flour or guinea corn flour', '2 tablespoons baobab leaf flour (kuka)', '1 cup water (adjust as needed)', '½ teaspoon salt (or to taste)', '3 tablespoons vegetable oil or palm oil (for serving)', '½ onion , chopped (for garnish)', 'Shredded cabbage or yaji (Hausa pepper spice; optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Dan_Wake.jpg?width=1000
193,Cookbook:Date Bars,"['¼ cup white granulated sugar', '3 cups (1 pound ) cut-up dates', '1½ cup water', '¼ cup shortening', '½ cup butter or margarine', '1 cup brown sugar', '½ tsp baking soda', '1¾ cup flour', '1½ cup quick-cooking oatmeal', '1 tsp salt']",https://en.wikibooks.org/wiki/Special:FilePath/CookbookDatebar.jpg?width=1000
194,Cookbook:Date Nut Bars,"['1 cup nuts (e.g., pecans ), ground', '1 cup seeded dates , ground', '½ cup white granulated sugar', '3 egg whites', '½ teaspoon salt', '1 tablespoon cream', '1 cup flour', '1 teaspoon baking powder', ""1½ cup confectioner's sugar"", '¼ cup lemon juice', '1 teaspoon vanilla extract']",https://en.wikibooks.org/wiki/Special:FilePath/Date_nut_bars.jpg?width=1000
195,Cookbook:Deep Dish Pizza,"['1 tsp active dry yeast (fast-rising yeast is acceptable)', '¾ cup (185 ml/6.3 US fl oz) warm water (about 90 °F)', '1 cup (140 g/4.9 oz) flour', '2 tbsp olive oil', '1 tbsp white sugar', '½ tsp salt', '3 cups (400 g/14 oz) additional flour', '~1 cup (250 ml/8.5 US fl oz) warm water', '4 tbsp cornmeal (optional)', '1 or more (170–225 g/6.0–7.9 oz) can(s) of prepared or homemade pizza sauce', '450 g (16 oz) shredded Mozzarella cheese', '¼ cup (20 g/0.71 oz) grated Romano cheese (optional)', '¼ cup (20 g/0.71 oz) grated Parmesan cheese (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Pepperoni_pizza.jpg?width=1000
196,Cookbook:Deep Fried Chiles Stuffed with Potato (Mirchi Bada),"['Large green chiles', '3 large potatoes', '1 tsp red chile powder', 'Chaat masala', '½ cup coriander leaves , chopped fine', 'Salt to taste', '1 cup gram flour (besan)', '2 pinches turmeric powder', 'Salt to taste', 'Water as required']",https://en.wikibooks.org/wiki/Special:FilePath/Mirchi_Bada_2.jpg?width=1000
197,Cookbook:Deep Fried Mars Bar,"['1 Mars Bar (UK/Canada) or 1 Milky Way bar (USA)', '1 cup milk', '1 cup wheat flour', '1 egg', 'Enough oil to fill the pot or fryer you are using ( oil or fat can be used as well as suet for authenticity)']",https://en.wikibooks.org/wiki/Special:FilePath/DeepFriedMarsBar.jpg?width=1000
198,Cookbook:Dek Ngoo (Pigeon Peas with Peanut Butter),"['1 cup of split pigeon peas', 'Peanut butter', 'Salt', 'Magadi (rock salt)']",https://en.wikibooks.org/wiki/Special:FilePath/Dek_Ngoo.jpg?width=1000
199,Cookbook:Dhokla (Steamed Black Gram Bread),"['1 cup rice', '¼ cup skinless black gram ( urad dal )', '¼ cup yogurt', '1 ½ cup warm water', 'Salt to taste', '1- inch piece of ginger', '4 green chillies', '½ tsp soda bicarbonate (baking soda)', '1 tbsp lemon juice', '2 tbsp oil', '2 tbsp finely- chopped coriander leaves']",https://en.wikibooks.org/wiki/Special:FilePath/Khaman_dhokla.jpg?width=1000
200,Cookbook:Dinuguan (Pork Blood Stew),"['3 cups (700 g ) ½- inch cubed boneless pork butt with fat', '3 tablespoons lard or peanut oil', '½ cup (120 ml ) vinegar mixed with 1 cup (240 ml) water and 1 tablespoon salt', '1 medium-sized yellow onion , peeled and sliced', '1½ cups (360 ml) pork blood (Ideally from Vietnamese , Filipino or Western European markets)', '3 cloves garlic , peeled and crushed', '2 hot jalapeño peppers , seeded and chopped']",https://en.wikibooks.org/wiki/Special:FilePath/Dinuguan_and_Puto.jpg?width=1000
201,Cookbook:Dodo Ikire (Fried Leftover Plantain),"['Overripe plantain , peeled and sliced', 'Salt', 'Crushed pepper', 'Vegetable oil for frying']",https://en.wikibooks.org/wiki/Special:FilePath/Picture_of_a_Dodo_Ikire_served_by_a_Food_Blogger_-_WA0014.jpg?width=1000
202,Cookbook:Dolma (Stuffed Grape Leaves),"['25 grape leaves', '2½ pounds onions (about 10 medium-sized onions)', '2 hot peppers', '2 zucchini , peeled', '2 squash , peeled', '1 small cabbage', '2 tomatoes', '2 green bell peppers', '2 pounds coarse or minced raw chuck roast', '1½ tablespoons allspice', '1½ teaspoons black pepper', '3 cups raw rice', '1 large can (12 ounces ) tomato paste', '1 can tomato purée or 3 fresh tomatoes', '2 jalapeños (optional), chopped', '5 cloves garlic , chopped', '2½–3 tablespoons salt (or to taste)', '1 tablespoon citric acid (lemon doozy)', '2 cups water']",https://en.wikibooks.org/wiki/Special:FilePath/DOLMA-5-1.jpg?width=1000
203,Cookbook:Dominican Flan,"['¼ cup of water', '¼ cup of white granulated sugar', '2 cans of sweetened condensed milk', '½ can of evaporated milk', '8 ea . (400 g ) standard eggs', '1 teaspoon vanilla extract (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Homemade_Flan.jpg?width=1000
204,Cookbook:Doughnuts (Yeasted),"['Dough', 'Active dry yeast [ note 2 ]', 'Warm water (105–115 °F)', 'Lukewarm milk', 'White sugar', 'Salt', 'Eggs', 'Shortening', 'All-purpose flour', 'Total', 'Frying [ note 3 ]', 'Vegetable oil for frying', 'Glaze [ note 4 ]', 'Butter', ""Confectioner's sugar"", 'Vanilla', 'Hot water', 'Total']",https://en.wikibooks.org/wiki/Special:FilePath/Doughnut.jpg?width=1000
205,Cookbook:Dry Rub Barbecue Ribs,"['1 slab pork spareribs', '6 tbsp Barbecue Rub', '2 tbsp Worcestershire sauce', '¼ cup cider vinegar', '2 tbsp honey', 'Dry applewood chunks']",https://en.wikibooks.org/wiki/Special:FilePath/CountryStyleRibs.JPG?width=1000
206,Cookbook:Dutch Apple Fritters (Oliebollen),"['2 tbsp sugar', '1 cup warm water', '2 package active dry yeast', '5 eggs', '2 cups scalded milk', '1 ½ cups warm water', '½ cup margarine , softened', '10 cups flour', '1 cup white granulated sugar', '1½ tsp salt', '3 Granny Smith apples (optional), diced', '3 cups sugar', 'Ground cinnamon to taste', '1 cup raisins (optional)', 'Canola oil or shortening for frying']",https://en.wikibooks.org/wiki/Special:FilePath/Oliebollen.jpg?width=1000
207,Cookbook:Döner Kebab,"['2 kg (4½ lb ) ground beef or other minced meat', '11–12 tsp chicken salt /season salt', '6 tsp black pepper (amount depends on taste preference)', '2–3 dl (⅘–1¼ cups ) plain yogurt', '1–3 cloves garlic , chopped', '1 pinch salt', '1 tsp basil', '1–1½ tsp black and/or white pepper', 'Green-, lemon-, or red pepper (optional)', 'Chile pepper or powder (optional)', 'Cayenne pepper (optional)', 'Tabasco sauce (optional)', '1 can (70 g / 2½ oz ) tomato purée', '½–1 tsp salt', '½–1½ tsp white pepper', '½–1½ tsp black pepper', '1 tsp basil', '1 pinch oregano', 'Ketchup (amount depends on preference)', 'Pita bread', 'Salad (see notes)', 'Rice', 'Chips/French fries']",https://en.wikibooks.org/wiki/Special:FilePath/D%C3%B6ner_kebab.jpg?width=1000
